Orbit Semi-Major Axis,Planet Radius,Planet Mass,Equilibrium Temperature,Stellar Effective Temperature,Stellar Radius,Stellar Mass,Stellar Luminosity,Distance
0.1753,2.18,,903,6602,1.69,1.33,,1475.6
,1.68,,,6064,1.29,1.17,,1475.6
0.1294,1.24,,474,4623,0.7,0.7,,
0.1294,1.24,,474,4623,0.7,0.7,,
,1.18,,,4372,0.67,0.73,,
,,,,4462.94,0.74,,,
0.1097,0.8,,322,3484,0.39,0.42,-1.695,
0.1294,1.24,,474,4623,0.7,0.7,,
,,,,4462.94,0.74,,,
0.1025,0.8,,276,3419,0.34,0.35,,
,,,,4462.94,0.74,,,
0.5416,9.16,,346,5650,1.04,0.82,,349.247
,,,,5442.9,0.92,0.95,-0.17,349.247
,8.46,,,5617,0.97,0.99,,349.247
0.5416,9.09,,346,5650,1.04,0.82,,349.247
0.5416,9.16,,346,5650,1.04,0.82,,349.247
0.5416,9.16,,346,5650,1.04,0.82,,349.247
,7.86,,,5469,0.9,,,349.247
,,,,5442.9,0.92,0.95,-0.17,349.247
,,,,5442.9,0.92,0.95,-0.17,349.247
0.7308,22.02,,497,6382,2.27,1.09,,397.292
0.7308,22.02,,497,6382,2.27,1.09,,397.292
0.7545,11.17,,343,6259,1.17,1.21,,397.292
,,,,6181.58,1.37,1.18,0.391,397.292
,,,,6181.58,1.37,1.18,0.391,397.292
,,,,6181.58,1.37,1.18,0.391,397.292
,11.82,,,6251,1.22,1.21,,397.292
,12.185,,,6194,1.27,,,397.292
0.7308,22.02,,497,6382,2.27,1.09,,397.292
0.753,12.42,1678.1424,388,6145,1.29,1.2,0.328,397.292
,,,,6181.58,1.37,1.18,0.391,397.292
0.1,1.25,,943,6259,1.17,1.21,,397.292
,1.32,,,6181.58,1.37,1.18,0.391,397.292
0.0997,1.176,,1066,6145,1.29,1.2,0.328,397.292
0.0969,1.92,,1364,6382,2.27,1.09,,397.292
,,,,6181.58,1.37,1.18,0.391,397.292
0.0969,1.92,,1364,6382,2.27,1.09,,397.292
0.0969,1.92,,1364,6382,2.27,1.09,,397.292
0.7455,9.33,,390,6517,1.38,1.2,,539.321
0.7455,9.33,,390,6517,1.38,1.2,,539.321
0.7655,9.17,,380,6471,1.36,1.3,,539.321
,9.55,,,6511,1.41,1.3,,539.321
0.7455,9.33,,390,6517,1.38,1.2,,539.321
,10.539,,,6339,1.56,,,539.321
,,,,6447.86,1.54,1.31,0.566,539.321
,,,,6447.86,1.54,1.31,0.566,539.321
,,,,6447.86,1.54,1.31,0.566,539.321
0.0718,1.57,,967,5914,0.99,0.94,,1358.95
0.0718,1.61,,967,5914,0.99,0.94,,1358.95
,,,,5753,1.68,1.03,0.446,1358.95
0.0718,1.61,,967,5914,0.99,0.94,,1358.95
,2.704,,,5912,1.7,,,1358.95
,1.75,,,5904,1.07,1.04,,1358.95
,,,,5753,1.68,1.03,0.446,1358.95
,,,,5753,1.68,1.03,0.446,1358.95
0.0718,1.61,,967,5914,0.99,0.94,,1358.95
,,,,6963.86,1.89,1.53,0.879,847.299
,,,,6963.86,1.89,1.53,0.879,847.299
0.078,20.24,,2335,7358,4.04,2.05,,847.299
0.078,22.27,,2336,7358,4.04,2.05,,847.299
,9.76,,,7010,1.95,1.58,,847.299
0.078,20.24,,2335,7358,4.04,2.05,,847.299
,10.383,,,7350,1.88,,,847.299
0.078,20.24,,2335,7358,4.04,2.05,,847.299
,,,,6963.86,1.89,1.53,0.879,847.299
0.0593,2.25,,1351,6432,1.34,1.06,,903.51
,,,,6856.98,1.57,1.49,0.691,903.51
0.0593,2.25,,1351,6432,1.34,1.06,,903.51
0.0593,2.81,,1351,6432,1.34,1.06,,903.51
,3.05,,,6846,1.88,1.54,,903.51
,3.289,,,6427,1.57,,,903.51
0.7509,6.84,,283,5911,0.89,0.97,,1441.63
,,,,5631,1.53,1,0.326,1441.63
,,,,5631,1.53,1,0.326,1441.63
0.7509,6.84,,283,5911,0.89,0.97,,1441.63
,11.422,,,5750,1.53,,,1441.63
,7.06,,,5644,0.91,0.94,,1441.63
0.7655,10.31,,342,5758,1.39,1.03,,1441.63
0.7509,6.84,,283,5911,0.89,0.97,,1441.63
,,,,5631,1.53,1,0.326,1441.63
0.1277,3.09,,567,5262,0.76,0.85,,441.09
,3.158,,,5065,0.76,,,441.09
0.124,2.79,,,5088,0.72,,,441.09
,,,,5050,0.76,0.84,-0.465,441.09
,,,,5050,0.76,0.84,-0.465,441.09
0.127,3,,556,5249,0.73,0.83,,441.09
0.1265,3.08,,551,5176,0.74,0.83,,441.09
,,,,5050,0.76,0.84,-0.465,441.09
,3.05,,,5236,0.76,0.83,,441.09
0.1277,3.09,,567,5262,0.76,0.85,,441.09
0.1277,3.09,,567,5262,0.76,0.85,,441.09
,3.033,,,5065,0.76,,,441.09
,,,,5050,0.76,0.84,-0.465,441.09
0.3658,2.56,,335,5262,0.76,0.85,,441.09
0.356,2.39,,,5088,0.72,,,441.09
0.3658,2.56,,335,5262,0.76,0.85,,441.09
0.3623,2.96,,326,5176,0.74,0.83,,441.09
0.365,2.9,,328,5249,0.73,0.83,,441.09
,2.55,,,5236,0.76,0.83,,441.09
,,,,5050,0.76,0.84,-0.465,441.09
0.3658,2.56,,335,5262,0.76,0.85,,441.09
,,,,5050,0.76,0.84,-0.465,441.09
0.0129,22.95,,1437,4550,0.66,0.67,,607.917
,,,,4571,0.73,0.72,-0.673,607.917
0.0129,5.32,,1436,4550,0.66,0.67,,607.917
0.0129,5.32,,1436,4550,0.66,0.67,,607.917
,24.351,,,4550,0.7,,,607.917
,,,,4571,0.73,0.72,-0.673,607.917
0.0129,5.32,,1436,4550,0.66,0.67,,607.917
,5.77,,,4677,0.71,0.76,,607.917
0.2579,6.46,,616,5089,1.95,1.03,,206.983
0.2317,2.58,,391,4975,0.73,0.75,,206.983
,,,,4981.13,0.7,0.82,-0.569,206.983
0.2579,6.46,,616,5089,1.95,1.03,,206.983
,2.5,,,5042,0.76,0.81,,206.983
,,,,4981.13,0.7,0.82,-0.569,206.983
,,,,4981.13,0.7,0.82,-0.569,206.983
,2.45,,,5013,0.7,,,206.983
0.2579,6.46,,616,5089,1.95,1.03,,206.983
0.0289,1.56,,1383,5770,0.85,0.94,,814.125
,,,,5676.14,1.15,1.01,0.092,814.125
0.0289,1.56,,1383,5770,0.85,0.94,,814.125
,2.014,,,5764,1.12,,,814.125
,,,,5676.14,1.15,1.01,0.092,814.125
,1.73,,,5706,0.93,0.96,,814.125
0.0288,1.51,,1374,5763,0.84,0.94,,814.125
0.0289,1.56,,1383,5770,0.85,0.94,,814.125
,,,,5676.14,1.15,1.01,0.092,814.125
,,,,5472.95,0.99,0.96,-0.099,865.596
0.0189,1.55,,1796,5825,0.92,1.02,,865.596
,1.58,,,5708,0.96,0.97,,865.596
0.0189,1.55,,1796,5825,0.92,1.02,,865.596
0.0185,1.46,,1676,5497,0.89,0.96,,865.596
,1.551,,,5568,0.94,,,865.596
0.0189,1.55,,1796,5825,0.92,1.02,,865.596
,,,,5472.95,0.99,0.96,-0.099,865.596
,,,,5797.81,0.98,1.04,-0.006,381.773
,3.54,,,6179,1.25,1.17,,381.773
,2.792,,,5824,0.97,,,381.773
0.3212,2.86,,460,5900,1,0.88,,381.773
0.3392,2.84,,438,5818,0.99,1.03,,381.773
0.3212,2.86,,460,5900,1,0.88,,381.773
0.3212,2.86,,460,5900,1,0.88,,381.773
,,,,5797.81,0.98,1.04,-0.006,381.773
,0.922,,,5605,1.02,,,382.989
0.0354,0.84,,1309,5812,0.92,1.01,,382.989
,0.91,,,5748,1.04,1.07,,382.989
,,,,5581.31,1.06,0.98,-0.011,382.989
0.0354,0.84,,1309,5812,0.92,1.01,,382.989
,,,,5581.31,1.06,0.98,-0.011,382.989
0.0354,0.84,,1309,5812,0.92,1.01,,382.989
0.036,0.92,,1343,5705,1.03,1.07,,382.989
,1.939,,,4515,0.68,,,555.574
0.0418,2.31,,788,4518,0.65,0.64,,555.574
0.0418,1.86,,787,4518,0.65,0.64,,555.574
,,,,4549,0.71,0.72,-0.707,555.574
0.0418,2.31,,788,4518,0.65,0.64,,555.574
,2.43,,,4601,0.69,0.73,,555.574
0.0418,2.31,,788,4518,0.65,0.64,,555.574
,,,,4549,0.71,0.72,-0.707,555.574
,,,,4549,0.71,0.72,-0.707,555.574
0.5756,3.26,,338,6075,0.92,0.99,,1842.13
,4.77,,,6224,1.32,1.21,,1842.13
,,,,5919,1.66,1.08,0.482,1842.13
,,,,5919,1.66,1.08,0.482,1842.13
0.5756,3.26,,338,6075,0.92,0.99,,1842.13
0.5756,3.26,,338,6075,0.92,0.99,,1842.13
,5.986,,,6089,1.58,,,1842.13
,,,,5919,1.66,1.08,0.482,1842.13
0.6276,6.67,,450,6092,1.76,1.28,,1842.13
,,,,5765,0.93,1.03,-0.064,817.534
,,,,5765,0.93,1.03,-0.064,817.534
0.0296,1.39,,1548,6040,1,1.07,,817.534
,1.46,,,5857,1.03,1.03,,817.534
0.0296,1.39,,1548,6040,1,1.07,,817.534
0.0296,1.29,,1549,6040,1,1.07,,817.534
,1.166,,,6036,0.9,,,817.534
0.0296,1.39,,1548,6040,1,1.07,,817.534
,,,,4901,0.76,0.8,-0.52,661.014
,,,,4901,0.76,0.8,-0.52,661.014
0.0525,1.9,,817,5057,0.7,0.68,,661.014
0.0525,1.94,,817,5057,0.7,0.68,,661.014
,2.1,,,5048,0.77,0.81,,661.014
,,,,4901,0.76,0.8,-0.52,661.014
0.0525,1.94,,817,5057,0.7,0.68,,661.014
,1.987,,,5054,0.74,,,661.014
0.0525,1.94,,817,5057,0.7,0.68,,661.014
0.1274,2.87,,621,5402,0.86,0.77,,459.368
0.1274,2.87,,621,5402,0.86,0.77,,459.368
,,,,5289,0.71,0.91,-0.446,459.368
0.129,2.92,,,5404,0.89,,,459.368
,,,,5289,0.71,0.91,-0.446,459.368
0.13,3.2,,632,5416,0.91,0.82,,459.368
0.1274,2.82,,621,5402,0.86,0.77,,459.368
0.1274,2.87,,621,5402,0.86,0.77,,459.368
,2.61,,,5259,0.8,0.83,,459.368
,2.402,,,5178,0.74,,,459.368
,,,,5289,0.71,0.91,-0.446,459.368
,,,,5289,0.71,0.91,-0.446,459.368
,2.26,,,5259,0.8,0.83,,459.368
0.2337,2.5,,458,5402,0.86,0.77,,459.368
0.2337,2.5,,458,5402,0.86,0.77,,459.368
0.238,2.8,,467,5416,0.91,0.82,,459.368
,,,,5289,0.71,0.91,-0.446,459.368
0.2337,2.5,,458,5402,0.86,0.77,,459.368
0.237,2.53,,,5404,0.89,,,459.368
,,,,5289,0.71,0.91,-0.446,459.368
0.2337,2.6,,458,5402,0.86,0.77,,459.368
,2.215,,,5178,0.74,,,459.368
,1.64,,,5477,0.88,0.92,,489.876
,,,,5338.57,0.82,0.92,-0.311,489.876
0.0371,2.41,,1484,5678,1.3,1.01,,489.876
,,,,5338.57,0.82,0.92,-0.311,489.876
,1.581,,,5371,0.81,,,489.876
0.0371,2.41,,1484,5678,1.3,1.01,,489.876
0.0371,2.41,,1484,5678,1.3,1.01,,489.876
0.0371,2.55,,1484,5678,1.3,1.01,,489.876
,,,,5338.57,0.82,0.92,-0.311,489.876
,1.665,,,5371,0.81,,,489.876
0.06,2.4,,1167,5678,1.3,1.01,,489.876
,,,,5338.57,0.82,0.92,-0.311,489.876
,1.65,,,5477,0.88,0.92,,489.876
,,,,5338.57,0.82,0.92,-0.311,489.876
0.06,2.4,,1167,5678,1.3,1.01,,489.876
0.06,2.69,,1167,5678,1.3,1.01,,489.876
,,,,5338.57,0.82,0.92,-0.311,489.876
0.06,2.4,,1167,5678,1.3,1.01,,489.876
,,,,6216,1.22,1.2,0.304,666.334
0.0217,1.27,,2414,6522,1.53,1.05,,666.334
,,,,6216,1.22,1.2,0.304,666.334
0.022,1.45,,2537,6520,1.71,1.09,,666.334
,1.11,,,6260,1.27,1.16,,666.334
0.0217,1.27,,2414,6522,1.53,1.05,,666.334
0.0217,1.27,,2414,6522,1.53,1.05,,666.334
0.0206,1.29,,1681,5845,0.87,0.97,,798.246
0.0205,1.35,,1676,5835,0.87,0.96,,798.246
,1.35,,,5559,0.88,0.91,,798.246
,,,,5733,0.86,1.02,-0.141,798.246
0.0205,1.35,,1676,5835,0.87,0.96,,798.246
,1.234,,,5836,0.83,,,798.246
0.0205,1.35,,1676,5835,0.87,0.96,,798.246
,,,,5733,0.86,1.02,-0.141,798.246
,,,,6473.13,1.7,1.32,0.662,966.801
0.9191,2.36,,298,6363,1.03,1.08,,966.801
0.9191,2.36,,298,6363,1.03,1.08,,966.801
,3.46,,,6431,1.51,1.31,,966.801
,,,,6473.13,1.7,1.32,0.662,966.801
,4.271,,,6320,1.76,,,966.801
0.9625,3.28,,330,6325,1.35,1.25,,966.801
0.9191,2.36,,298,6363,1.03,1.08,,966.801
,1.89,,,5442,0.86,0.9,,
0.0599,1.92,,955,5638,0.88,0.88,,
0.0599,1.95,,955,5638,0.88,0.88,,
,,,,,,,,
0.0599,1.95,,955,5638,0.88,0.88,,
,,,,,,,,
,,,,5878,1.17,1.06,0.165,897.733
0.5125,1.97,,343,6049,0.84,0.93,,897.733
,,,,5878,1.17,1.06,0.165,897.733
0.5125,1.97,,343,6049,0.84,0.93,,897.733
,,,,5878,1.17,1.06,0.165,897.733
0.5125,1.97,,343,6049,0.84,0.93,,897.733
0.5329,2.57,,384,6014,1.11,1.04,,897.733
,2.628,,,6014,1.14,,,897.733
,2.55,,,6021,1.11,1.08,,897.733
0.8507,2.98,,166,4386,0.63,0.62,,387.248
0.8507,2.89,,166,4386,0.63,0.62,,387.248
0.8507,2.98,,166,4386,0.63,0.62,,387.248
,2.985,,,4377,0.65,,,387.248
,3.14,,,4434,0.67,0.71,,387.248
,,,,4233.97,0.72,0.66,-0.822,387.248
0.8507,2.98,,166,4386,0.63,0.62,,387.248
,1.095,,,5287,0.78,,,517.292
0.0245,2.2,,1800,5305,1.45,0.94,,517.292
0.0245,2.2,,1800,5305,1.45,0.94,,517.292
,1.18,,,5079,0.77,0.81,,517.292
0.0245,2.03,,1800,5305,1.45,0.94,,517.292
,,,,4997,0.82,0.83,-0.423,517.292
,,,,4997,0.82,0.83,-0.423,517.292
0.0245,2.2,,1800,5305,1.45,0.94,,517.292
0.6095,3.06,,346,5497,1.24,0.98,,1125.3
,2.82,,,5837,1.03,1.03,,1125.3
0.6344,2.94,,361,6210,1.1,1.11,,1125.3
0.6344,2.94,,361,6210,1.1,1.11,,1125.3
,2.339,,,5500,0.95,,,1125.3
0.6344,2.94,,361,6210,1.1,1.11,,1125.3
,,,,5795,0.9,1.04,-0.085,1125.3
,,,,5795,0.9,1.04,-0.085,1125.3
,,,,5795,0.9,1.04,-0.085,1125.3
,,,,5029,0.81,0.84,-0.426,748.326
0.4777,2.71,,301,5269,0.8,0.82,,748.326
0.4765,2.67,,301,5064,0.86,0.81,,748.326
,2.7,,,5176,0.8,0.84,,748.326
,,,,5029,0.81,0.84,-0.426,748.326
0.4777,2.71,,301,5269,0.8,0.82,,748.326
0.4777,2.71,,301,5269,0.8,0.82,,748.326
,,,,5029,0.81,0.84,-0.426,748.326
,2.412,,,5053,0.78,,,748.326
0.1943,2.36,,561,5688,0.97,0.9,,915.212
0.1957,1.97,,540,5937,0.83,0.92,,915.212
0.1957,1.97,,540,5937,0.83,0.92,,915.212
,2.36,,,5769,0.98,0.98,,915.212
,,,,5740,1.05,1.03,0.033,915.212
,,,,5740,1.05,1.03,0.033,915.212
,,,,5740,1.05,1.03,0.033,915.212
,2.605,,,5666,1.07,,,915.212
0.1957,1.97,,540,5937,0.83,0.92,,915.212
0.198,2.26,,,5690,1,,,915.212
,,,,5740,1.05,1.03,0.033,915.212
,3.22,,,5769,0.98,0.98,,915.212
,,,,5740,1.05,1.03,0.033,915.212
0.303,2.95,,,5690,1,,,915.212
0.2965,3.05,,454,5688,0.97,0.9,,915.212
0.2987,2.73,,437,5937,0.83,0.92,,915.212
0.2987,2.73,,437,5937,0.83,0.92,,915.212
0.2987,2.73,,437,5937,0.83,0.92,,915.212
,3.358,,,5666,1.07,,,915.212
0.1426,3.29,,633,5937,0.83,0.92,,915.212
,,,,5740,1.05,1.03,0.033,915.212
0.148,3.6,,663,5987,0.93,1.03,,915.212
0.1426,3.29,,633,5937,0.83,0.92,,915.212
,,,,5740,1.05,1.03,0.033,915.212
,4.451,,,5666,1.07,,,915.212
,,,,5740,1.05,1.03,0.033,915.212
,3.84,,,5769,0.98,0.98,,915.212
0.1415,4.04,,657,5688,0.97,0.9,,915.212
0.1426,3.29,,633,5937,0.83,0.92,,915.212
0.0474,1.29,,1097,5937,0.83,0.92,,915.212
0.047,1.5,,1140,5688,0.97,0.9,,915.212
,1.5,,,5769,0.98,0.98,,915.212
0.0474,1.29,,1097,5937,0.83,0.92,,915.212
,,,,5740,1.05,1.03,0.033,915.212
,,,,5740,1.05,1.03,0.033,915.212
,1.652,,,5666,1.07,,,915.212
0.0474,1.29,,1097,5937,0.83,0.92,,915.212
0.0878,1.26,,806,5937,0.83,0.92,,915.212
,,,,5740,1.05,1.03,0.033,915.212
,,,,5740,1.05,1.03,0.033,915.212
0.0878,1.26,,806,5937,0.83,0.92,,915.212
,1.453,,,5666,1.07,,,915.212
,1.5,,,5769,0.98,0.98,,915.212
0.0871,1.32,,838,5688,0.97,0.9,,915.212
0.0878,1.26,,806,5937,0.83,0.92,,915.212
,2.67,,,4625,0.64,,,244.96
0.4198,2.3,,238,4366,0.64,0.63,,244.96
0.4198,2.3,,238,4366,0.64,0.63,,244.96
0.4198,2.3,,238,4366,0.64,0.63,,244.96
,,,,4323,0.7,0.68,-0.818,244.96
,2.49,,,4540,0.69,0.74,,244.96
0.4426,3.14,,266,4641,0.75,0.73,,244.96
,,,,4323,0.7,0.68,-0.818,244.96
0.0781,1.95,,1048,5365,1.53,0.9,,416.692
,1.16,,,5282,0.81,0.86,,416.692
,,,,5301.74,0.8,0.91,-0.336,416.692
0.0781,2.15,,1048,5365,1.53,0.9,,416.692
,,,,5301.74,0.8,0.91,-0.336,416.692
0.0781,2.15,,1048,5365,1.53,0.9,,416.692
,,,,5301.74,0.8,0.91,-0.336,416.692
,1.061,,,5210,0.83,,,416.692
0.0781,2.15,,1048,5365,1.53,0.9,,416.692
0.0466,0.95,,1277,5731,1.19,0.87,,399.114
0.0466,0.95,,1277,5731,1.19,0.87,,399.114
,0.926,,,5545,1.18,,,399.114
,,,,5611.29,1.15,0.99,0.07,399.114
0.0479,0.83,,1160,5574,1.06,0.93,,399.114
,,,,5611.29,1.15,0.99,0.07,399.114
,0.76,,,5564,0.99,0.94,,399.114
0.0466,0.95,,1277,5731,1.19,0.87,,399.114
0.0379,0.83,,1417,5731,1.19,0.87,,399.114
,0.776,,,5545,1.18,,,399.114
0.0389,0.7,,1287,5574,1.06,0.93,,399.114
,0.65,,,5564,0.99,0.94,,399.114
0.0379,0.83,,1417,5731,1.19,0.87,,399.114
,,,,5611.29,1.15,0.99,0.07,399.114
,,,,5611.29,1.15,0.99,0.07,399.114
0.0379,0.83,,1417,5731,1.19,0.87,,399.114
,1.007,,,5545,1.18,,,399.114
0.0616,1.03,,1111,5731,1.19,0.87,,399.114
,,,,5611.29,1.15,0.99,0.07,399.114
,,,,5611.29,1.15,0.99,0.07,399.114
,0.87,,,5564,0.99,0.94,,399.114
0.0616,1.03,,1111,5731,1.19,0.87,,399.114
0.0632,0.91,,1010,5574,1.06,0.93,,399.114
,0.76,,,5564,0.99,0.94,,399.114
0.0567,0.85,,1065,5574,1.06,0.93,,399.114
,0.941,,,5545,1.18,,,399.114
0.0553,0.94,,1173,5731,1.19,0.87,,399.114
,,,,5611.29,1.15,0.99,0.07,399.114
,,,,5611.29,1.15,0.99,0.07,399.114
0.0553,0.94,,1173,5731,1.19,0.87,,399.114
0.0804,2.22,,1214,6602,1.4,1.43,,921.784
0.0867,6.14,,1774,6303,3.53,1.79,,921.784
,,,,6620.14,1.33,1.39,0.487,921.784
0.0804,2.22,,1214,6602,1.4,1.43,,921.784
,2.71,,,6561,1.65,1.39,,921.784
,2.446,,,6312,1.41,,,921.784
0.0804,2.22,,1214,6602,1.4,1.43,,921.784
,,,,6620.14,1.33,1.39,0.487,921.784
,,,,4787,0.75,0.77,-0.574,335.09
,,,,4787,0.75,0.77,-0.574,335.09
,1.78,,,4886,0.74,0.81,,335.09
0.5459,1.69,,241,4798,0.71,0.77,,335.09
,,,,4787,0.75,0.77,-0.574,335.09
0.54,1.83,,256,4893,0.76,0.73,,335.09
0.5421,1.79,,269,4820,0.71,0.74,-0.606,335.09
0.54,1.83,,256,4893,0.76,0.73,,335.09
,1.685,,,4852,0.71,,,335.09
0.54,1.83,,256,4893,0.76,0.73,,335.09
,,,,5112.8,0.93,0.86,-0.277,729.964
,,,,5112.8,0.93,0.86,-0.277,729.964
0.5634,2.71,,280,5334,0.8,0.89,,729.964
,2.825,,,4986,0.87,,,729.964
,2.7,,,5201,0.8,0.84,,729.964
0.5442,2.75,,274,4999,0.84,0.8,,729.964
0.5634,2.71,,280,5334,0.8,0.89,,729.964
,,,,5112.8,0.93,0.86,-0.277,729.964
0.5634,2.71,,280,5334,0.8,0.89,,729.964
0.1366,3.4,,671,5569,1.02,0.88,,931.956
,3.13,,,5623,0.93,0.95,,931.956
0.1366,3.4,,671,5569,1.02,0.88,,931.956
0.1366,3.4,,671,5569,1.02,0.88,,931.956
,,,,5724,0.88,1.02,-0.13,931.956
,3.286,,,5570,0.89,,,931.956
0.1366,3.78,,671,5569,1.02,0.88,,931.956
,,,,5724,0.88,1.02,-0.13,931.956
,,,,5724,0.88,1.02,-0.13,931.956
,1.191,,,5840,1.23,,,674.695
0.0152,0.82,,2210,6103,1.02,0.98,,674.695
0.0152,0.82,,2210,6103,1.02,0.98,,674.695
,,,,5812.86,1.27,1.05,0.222,674.695
0.0165,2.24,,3186,6105,2.3,1.24,,674.695
,0.9,,,6078,1.18,1.12,,674.695
0.0152,0.82,,2210,6103,1.02,0.98,,674.695
0.4786,2.31,,342,5835,0.85,0.94,,872.279
,2.64,,,5706,0.97,0.99,,872.279
,,,,5602,0.75,0.99,-0.307,872.279
,,,,5602,0.75,0.99,-0.307,872.279
0.4679,2.57,,350,5349,1.03,0.88,,872.279
0.4786,2.31,,342,5835,0.85,0.94,,872.279
,1.901,,,5331,0.76,,,872.279
0.4786,2.31,,342,5835,0.85,0.94,,872.279
,,,,5602,0.75,0.99,-0.307,872.279
,2.308,,,5320,0.86,,,803.052
0.6961,2.71,,266,5375,0.88,0.97,,803.052
,2.57,,,5324,0.84,0.88,,803.052
,,,,5149,0.92,0.87,-0.273,803.052
,,,,5149,0.92,0.87,-0.273,803.052
0.6961,2.71,,266,5375,0.88,0.97,,803.052
0.6961,2.71,,266,5375,0.88,0.97,,803.052
,,,,5149,0.92,0.87,-0.273,803.052
0.6687,2.68,,286,5323,0.99,0.86,,803.052
,,,,4339.18,0.77,0.68,-0.721,293.499
0.0529,1.95,,562,3985,0.54,0.56,,293.499
0.05288,1.76,,560,3985,0.54,0.56,,293.499
,,,,4339.18,0.77,0.68,-0.721,293.499
0.055,1.9,,663,4526,0.61,0.64,,293.499
0.056,2.09,,,4508,0.62,,,293.499
0.0526,1.73,,614,4057,0.53,0.54,-1.21,293.499
0.0529,1.95,,562,3985,0.54,0.56,,293.499
,,,,4339.18,0.77,0.68,-0.721,293.499
0.0528,2.01,,562,3984,0.54,0.56,,293.499
0.0529,1.95,,562,3985,0.54,0.56,,293.499
,2.43,,,4550,0.68,0.72,,293.499
,2.21,,,4550,0.68,0.72,,293.499
0.2262,1.87,,271,3984,0.54,0.56,,293.499
0.2267,1.76,,271,3985,0.54,0.56,,293.499
,,,,4339.18,0.77,0.68,-0.721,293.499
,,,,4339.18,0.77,0.68,-0.721,293.499
0.237,2.29,,319,4526,0.61,0.64,,293.499
,,,,4339.18,0.77,0.68,-0.721,293.499
0.2267,1.76,,271,3985,0.54,0.56,,293.499
0.2254,1.97,,286,4057,0.53,0.54,-1.21,293.499
,,,,4339.18,0.77,0.68,-0.721,293.499
0.2267,1.76,,271,3985,0.54,0.56,,293.499
,1.8,,,4339.18,0.77,0.68,-0.721,293.499
0.242,2.24,,,4508,0.62,,,293.499
,,,,5909,1.09,1.07,0.119,1179.01
0.7681,3.71,,348,5929,1.36,1.19,,1179.01
0.7333,2.65,,312,6184,0.96,1.03,,1179.01
,3.005,,,5938,1.1,,,1179.01
,,,,5909,1.09,1.07,0.119,1179.01
,3.02,,,5991,1.11,1.07,,1179.01
0.7333,2.65,,312,6184,0.96,1.03,,1179.01
,,,,5909,1.09,1.07,0.119,1179.01
0.7333,2.65,,312,6184,0.96,1.03,,1179.01
,,,,6256.78,1.13,1.22,0.244,1463.72
,,,,6256.78,1.13,1.22,0.244,1463.72
0.1772,2.74,,722,6392,1.16,1.23,,1463.72
0.1766,2.56,,714,6362,1.14,1.22,,1463.72
0.1766,2.56,,714,6362,1.14,1.22,,1463.72
,2.654,,,6394,1.12,,,1463.72
,,,,6256.78,1.13,1.22,0.244,1463.72
0.1766,2.56,,714,6362,1.14,1.22,,1463.72
,2.66,,,6136,1.22,1.14,,1463.72
0.568,2.17,,251,5220,0.68,0.71,,769.096
,,,,4871.52,1.11,0.79,-0.201,769.096
0.6045,2.41,,268,5273,0.8,0.86,,769.096
,,,,4871.52,1.11,0.79,-0.201,769.096
,2.978,,,5271,0.99,,,769.096
0.568,2.17,,251,5220,0.68,0.71,,769.096
,2.47,,,5202,0.78,0.85,,769.096
0.568,2.17,,251,5220,0.68,0.71,,769.096
,,,,5245.96,0.82,0.9,-0.338,692.594
0.0481,1.1,,926,5072,0.82,0.82,,692.594
0.0489,1.11,,939,5328,0.78,0.88,,692.594
,,,,5245.96,0.82,0.9,-0.338,692.594
0.0489,1.11,,939,5328,0.78,0.88,,692.594
0.0489,1.11,,939,5328,0.78,0.88,,692.594
,1.15,,,5288,0.81,0.85,,692.594
,1.075,,,5073,0.8,,,692.594
0.6259,2.74,,266,5462,0.76,0.83,,946.847
,,,,5204,0.78,0.88,-0.393,946.847
0.6259,2.74,,266,5462,0.76,0.83,,946.847
,,,,5204,0.78,0.88,-0.393,946.847
,,,,5204,0.78,0.88,-0.393,946.847
,2.705,,,5121,0.81,,,946.847
0.6259,2.74,,266,5462,0.76,0.83,,946.847
0.6314,3.24,,288,5275,0.97,0.85,,946.847
,2.9,,,5297,0.81,0.84,,946.847
,1.61,,,5866,1.06,1.04,,2013.27
0.081,1.55,,966,6208,1.01,1.07,,2013.27
,,,,5845,1.53,1.05,0.389,2013.27
0.081,1.55,,966,6208,1.01,1.07,,2013.27
0.0805,1.45,,959,6201,0.99,1.06,,2013.27
,,,,5845,1.53,1.05,0.389,2013.27
0.081,1.55,,966,6208,1.01,1.07,,2013.27
,2.251,,,6210,1.53,,,2013.27
,1.643,,,5550,0.86,,,944.54
,,,,5566.78,0.82,0.98,-0.231,944.54
,,,,5566.78,0.82,0.98,-0.231,944.54
,1.96,,,5608,0.95,0.97,,944.54
0.0829,1.67,,797,5550,0.88,0.97,,944.54
,,,,5566.78,0.82,0.98,-0.231,944.54
0.082,2.06,,900,5812,1.01,0.94,,944.54
0.082,2.06,,900,5812,1.01,0.94,,944.54
0.082,2.06,,900,5812,1.01,0.94,,944.54
,1.53,,,6099,1.17,1.11,,1380.16
0.0486,1.35,,1265,6225,1.03,1.09,,1380.16
,,,,5904.54,1.1,1.07,0.119,1380.16
0.0486,1.35,,1265,6225,1.03,1.09,,1380.16
0.049,1.38,,1287,6260,1.06,1.12,,1380.16
,1.376,,,6267,1.06,,,1380.16
,,,,5904.54,1.1,1.07,0.119,1380.16
